7525,"Возможно, если бы игру не выдернули из Steam в последний момент, то игра бы не побила рекорды по количеству скачиваний из трекеров, впрочем, это уже совсем другая история.
"
2614,"Руснявые бесвкусные додики даже до уровня лил пипа не дорасли. Быстрее сдохнут уебаны - быстрее нормальная музыка в ру сегменте появится.
"
12233,"Был бы я директор,ты бы у меня копыта грыз,и не вякал..
"
475,"Знал бы ты как меня тошнит при виде этого...
"
7631,"Длинный огурец пополам, на две вилки и в аквас. Трем анцикам и двум птерам на 15 минут. Иной раз даже корки не остаётся, кроме кусочка на вилке.
"
13158,"Есть, в Москве, в регионах все хорошие места заняты, а новых не создаётся.
"
3738,"Да по-большому счету, кому что надо, то и смогу сделать) В этом вся прелесть ручной работы) Нет нужды бегать по магазинам и выбирать, нужен 1 карман - пожалуйста, нужно 3 - без проблем)
"
5392,"Вы угадали. С аккредитацией было бы все в порядке при старом начальнике или хотя бы если с умом подойти к делу. Как до этого 30 лет работала и развивалась лаборатория
"
6771,"Ну для Китая это не супер касса 600 млн, подумаешь, считай 100 млн. Китайцев сходили в кино)
"
12432,"Очередь к неврологу у нас больше месяца ХD и все что он делает - отправляет на рентген, у вас остеохандроз) как бы да, неплохо было бы написать препараты и терапия, которая помогла. Все равно без рецепта их никто не продаст, а так у людей будет выбор
"
11360,"А как насчет цикла иллюстраций про детишек девяностых? Не тех, которые в теплоламповых картинках про детство и прочее, а отбитых полуголодных жизнерадостных ребят, прыгающих с гаражей, бросающих в костер найденные снаряды, топящих в лужах карбид, поджигающих тополиный пух, собирающих бутылки? Эффект расфокуса на картинке классный, и благодаря ему прямо представились арты с искаженной перспективой, с большим искаженным размытым взрослым миром за детскими фигурками.
"
13480,"Если жрать много мандаринов, дристать будешь дальше чем видишь.
"
10888,"Да вот только есть одна проблема - Солнечные станции деградируют со временем. По итогу получается что окупаемость солнечной станции около 10 лет. И это без учета деградации, пасмурных дней и прочего. Да и вырабатывают только днем. С ветряками дело чуть лучше обстоит, но их не везде установишь. Да и площадь они занимают огого. По итогу выходит что будущее видится за АЭС.
"
4732,"Спасибо за информацию!
"
1617,"А зачем мне десяток одинаковых провайдеров с конскими ценами, которые блокируют все сайты из списка РКН? Пусть будет государственный, разницы никакой."
5190,"С их точки зрения это не реклама, но мы-то знаем...
"
4838,"Не такая и бесполезная. Она делала невозможным наступление Вермахта на этом участке, чего и не случилось. Другое дело, что направление главного удара через Белгию-Нидерланды, против которого францы и перекинули свои мобильные силы, было выбрано не верно, немцы сумели их переиграть и отрезать основные силы. Это блестящий план и блестящая реализация от Вермахта.
"
816,"Шоб тебе индивидуальную скидку в 20 дать
"
3992,"Евреи, фашисты и ирландцы ладно, но как древние египтяне примазались к победе над депрессией?
"
9466,"Где купить такие линейки светодиодов? Надо люстру починить. Как раз такие стоят.
"
8360,"Причем тут латынь? Есть название на русском языке, современное и устоявщееся и подкрепленное современной докумениацией этой страны.. По какой-то причине в других языках называют города не транслитизированным переносом, а как-то иначе. Если это общепринятые нормы, то почему надо спорить ламборгини или ламборджини, если это общепринятая норма?
"
8419,"Только что тоже приготовила по этому рецепту, сахара маловато(
"
3902,"Ценник компенсируется стоимостью книг, даже если за них платить.
"
4910,"Я такого еще и не видел , каким надо быть дибилом-камикадзе туда залезть да еще в полный рост работать . В Беларуси такой хуйни не увидишь
"
9187,"Ножки не имеют никакой ценности они просто удерживают рабочую арматуру.
"
14169,"Смотрите, петух закукарекал. Пади падмойся, Маня
"
10173,"Которую чпокнул раньше него, узаконенный королем-бастардом, бастард-садист.
"
5523,"Так по сокращению выплаты средней зарплаты от 3 до 6 месяцев.
"
13584,"В Уфе минимальная стоимость заказа 125 р без приоритета. Комиссия 19 . Едешь на заказ 1-2 км, везёшь пасса 6км за 114 р, получаешь 101 р. Нафига эти бонусы? Дайте адекватную цену и умеренную комиссию.
"
11879,"А размер 150мм и 300 мм, имею в виду высоту и ширину.
"
14290,"К 2014 году, как отмечают журналисты, российские детали покупались Украиной официально, однако после агрессии РФ была введена программа импортозамещения. Власть отчиталась, что покупки из России полностью прекратились, однако они просто ушли в тень с помощью фиктивных контрактов с несуществующими фирмами. По данным журналистов, центром сделок стала подставная компания Оптимумспецдеталь , а полученные деньги группа Гладковского переводила в наличность, которая тратилась на откаты заводам, взятки следственным органам и роскошную жизнь. Организаторы откатов и схемы воровства на оборонке имели абонемент на неприкосновенность от правоохранительных органов, говорится в расследовании. Больше читайте здесь:
"
5760,"На стримах самый сок. Был. Из-за громких донатов, битрейта и размера доната на весь ебаный экран его в принципе смотреть невозможно.
"
9354,"Заявления по данной статье вообще не требуется.
"
6832,"Нафиг нафиг каско, если речь не о новом кредитном авто )
"
4182,"Пфф, мы как-то ходили по Уралу, до ближайшего жилого места минимум день хода (мы-то дольше шли, но мы не очень торопились), естественно ни о каком возможном проезде даже на квадрациклах и речи нет. А там раз - и кресло стоит. Тяжёлое такое, советское, средней сохранности кресло. А в марийских лесах и телевизор можно встретить.
"
9,"Обосрался, сиди обтекай
"
357,"Что, девочка, боишься больше модераторов звать? Исчерпал свой лимит?
"
2210,"этот дебил до сих пор думает, что кто-то верит в его пиздёж, про то какой он бедный на самом деле? у него явно уже минимум 20 лямов рублей есть
"
8104,"У меня лет 10 назад главная тема hitman 2 играла при звонке... думаю вернуть чтоли
"
4429,"- Доктор, вырежьте вон у того мужика сердце и вставьте мне! - Хммм... А у вас есть шоколадка?
"
6221,"Витезславу Пивоньке было сделано А Сисянославу Пыньке ничего не сделали?
"
6287,"Врёти, не было такого! Это не наши рабочие.
"
219,"Я описал разницу и конкретные причины, по которым твои претензии к ним не относятся. Ты опять соскальзываешь с темы как содомит искупавшийся в оливковом масле. Давай по делу, сисадмин.
"
9190,"Это нынче модная тема, встречал парочку отечественных производителей. Цена в районе 30р за полтораху, судя по списку полезностей лечит от рака, спида, старости, помогает устроиться на работу и найти девушку (но это не точно).
"
2148,"В селе Кобцы Киевской области правоохранители обнаружили и ликвидировали подпольный цех по производству поддельного алкоголя. Об этом в четверг, 21 марта, сообщает пресс-служба прокуратуры Киевской области. Суррогат изготавливали путем смешивания спирта с водой. Полученную смесь злоумышленники фасовали в упаковку по типу Bag-in-Box и картонные коробки с надписью одной из известных торговых марок , - говорится в сообщении. Во время обыска было обнаружено оборудование для изготовления, розлива и фильтрования фальсификата, 15 бочек со спиртом весом 1650 кг каждая, ящики с готовой к реализации продукцией, пустую тару, подготовленную для заполнения контрафактным алкоголем, товарно-транспортные накладные и грузовое авто. По данным правоохранителей, поддельный алкоголь распространялся на территории Киевской области. Продолжаются следственные действия и устанавливается стоимость обнаруженной продукции. Ранее также сообщалось, что в Киеве обнаружили крупнейшую нарколабораторию психотропов. А на прошлой неделе в пригороде Харькова правоохранители выявили подпольные цеха по изготовлению ликеро-водочных изделий, на которых изъяли более двух тысяч литров фальсификата.
"
10334,"Наш человек хоть на китайском поймёт, но все равно - спасибо!)
"
1729,"Бля, заебал он уже, во всякой бочке затычка. Где его нестиранные штаны в дальнейшем увидим?"
1418,"Эх, блин, засматриваюсь на турбокит, но у меня карбюр, не встанет. Нужно или двигатель менять, или инжектор колхозить. Да и за трансмиссию переживаю, сток порвёт быстро. Походу так и не поставлю ("
1092,"При том, что вы предлагаете ущемить права детей за поступки их родителей. Это совершеннолетние дееспособные люди, и они не виноваты в том, что их предки выбрали определенную карьеру."
11494,"Какая ситуация там? Я слышал, что Мадуро всё равно половина поддерживает (но об этом не говорят западные сми), говорят, вторжение американцы готовят
"
6015,"Ну это значит что у нас материалы говно, технологии говно и вообще в цемент насрали и мост рухнет через месяц, очевидно же.
"
12716,"Ну может быть специфика перевозок для стройки и перевозок бытовых несколько отличается. И да я был невнимателен при выборе компании. Насколько я понял основной нюанс в том, что мне упаковали всё в дополнительную упаковку, хотя я об этом не просил и никто меня не уведомил о том, что это необходимо.
"
1015,"А сейчас там ботов больше чем живых, по сути тоже самое"
10988,"Платных подписок нет(уже 6 лет на МТС, ниразу не было, так же как и 5 лет до этого на мегафоне, так что хз как народ их получает), гудка нет, про поддержку хз, ниразу туда не звонил.
"
148,"ви таки дурак, простите? )
"
8234,"А самолётов нет в Северной Корее?
"
1365,"дык, уже написал все. как раз был сезон путины на лососевых, мишки наедались к зиме"
6954,"А если в ответ на поздравление с днём рождения какой-то мудак-именник тебя в лицо ударит, ты перестанешь поздравлять с именинами вообще всех?
"
3232,"Но через некоторое время поняли, что не дописали, и решили довести дело до конца...
"
270,"НУ ВОТ, ЕРОХИН УЖЕ СВАЛИЛ ЗА БУГОР, А ТЫ ВС СИДИШЬ КАК СЫЧ В СВОЕМ ПО И СИСЯНУ ДОНАТИШЬ!!
"
7732,"Зачем? Презик завязал и глотай целиком
"
4967,"Где-то там есть платформа 9 3 4
"
4956,"Фёдор Конюхов совсем охренел
"
8994,"Они не проверяют с кем работают? И в рекламе говорят нам важно кто вас везет
"
8396,"Работодатель может поднимать вакансии и эта дата обновляется.
"
10628,"ути какая пусенька, и зачем его так мучать
"
13506,"похоже на стиль старой бондианы. круто!
"
9245,"А они нафиг не нужны стали. Теперь более продвинутые есть, базирующиеся в обычные 20-футовые контейнеры. И им уже не нужен поезд для транспортировки. Их хоть в грузовик, хоть на палубу, хоть на поезд ставь. Причем водитель может и не знать про груз. Так-то.
"
7134,"Я искала как нож для художественный работ. А потом тоже в Леонардо приобрела.
"
3875,"так может дело в том что перевозки имеют дотации в любом государстве ?)
"
13068,"Я про то что политиков там расстреливают пачками.
"
1716,Лучше вареных лобстеров подменить на живых.
3431,"я вот для себя открыл Брендона Сандерса, с его циклом архив буресвета, я такие большие книги в настолько маленькие сроки не читал(
"
4515,"Судя по клейму - Кусинский завод..с 1883 года на заводе занялись чугунным художественным литьем, которое очень ценилось как в нашей стране, так и за ее пределами. За художественное литье Кусинский завод получал награды на всемирных выставках в Копенгагене, Чикаго, Стокгольме, Париже, Милане, Глазго, Льеже, Санкт-Петербурге....странно только, судя по фото, это цветной металл, а не чугун...узнайте непосредственно там..сейчас это Кусинский литейно-машиностроительный завод..
"
3956,"Включи РенТв, твоё желание укрепится...
"
5032,"Мне так бывшая жена подарок на День рождения сделала. Курьер привез вещь домой. Эту штуку я сам собирался купить, но получить подарок таким образом - паскудное ощущение, знаете ли. Лучше уж вообще ничего или открытку. Но отношение человека показал. Она еще потом всем знакомым рассказывала, какой окуенный подарок КУПИЛА. Да уж....
"
79,"Зачем ты что-то пишешь потому что могу у тебя бамбануло, хаха порвался с учётом ваших длинных комментариев- так и есть смеешься там как умственно отсталый Это как? Есть какие-либо критерии как смеются умственно отсталые? Или ты как обычно пишешь абстрактные вещи, смысл которые даже тебе не понятен?
"
6866,"Новый 19 800 руб. Поэтому дорого, а не дешево
"
13634,"свободных Что есть свобода?
"
14191,"хлеб А эти хохлы не так плохи, как кажутся.
"
5340,"Стёб дураков, выдаваемый за искусство
"
6386,"Хосспаде, сабмиссивная няша 10 10 опять у какого-то хлыща-уебка, а хде моя, разве я многого прошу? Еб вашу мамашу!
"
3149,"Хорошо быть девушкой, такие вопросы особо не волнуют
"
3472,"Система светофор решит эти проблемы мигом.
"
5073,"Можно и так, но это не удобно, так как нужно каждую настраивать и удаленно с микротика это ограничение не снять, если появится желание. Если идти путем маршрутизации, то лучше в правилах маршрутизации порезать им хождение на 0.0.0.0 0
"
9036,"А у нас есть эти школы и другие? В одной дают, в другой нет?
"
8571,"А ещё я понял, что кто-то херово там посчитал или прикинул. Потому что даже если грубо приложить линию напрямую к кривой линии, то с НАТЯЖКОЙ получается ТРИ длины. А 32 км от 380 меньше более чем в 10 раз.
"
10213,"Вы ошиблись в цифре и перевели деньги, не важно за что, за покупку какую-нибудь, либо за услугу, другому человеку, а не тому, кому собирались. И этот человек, естественно, свою часть сделки не выполнил. И вы тоже будете на него гнать, мод ничего страшного, подумаешь, ошибся цифрой? Притянуто за уши, конечно, но смысл тот же
"
10416,"Это никак не воздействует на организаторов. А исполнители организаторов в глаза не видели. Исполнителей человек сто и завтра ещё сто наймут. Находятся на территории завода с проходной через турникет куда случайные люди не пройдут а о неслучайных предупредят. Да и много чего. Но попробуйте с заявления в полицию.
"
2261,"А хули ты свиносотенный хрюн здесь прохлаждаешься? у тебя жеж вiборы на носу, тебе працувать надо вна пораше, скачи туда, пока 5хрювен вместо твоего пятака не заработал более старательный пидорашко
"
745,"Сразу видно, что ты зелень. Сразу видно, что ты не умеешь слушать людей. В любой специальности нужно уметь развиваться и учиться. Я изучал программирование, параллельно работая юристом на полную ставку. Я в своё время закончил два образования (по второму уже в Москве ещё и ряд курсов повышения квалификации и магистратуру столичного ВУЗа осилил), защитил кандидатскую диссертацию и написал научно-популярную книгу. Всё это я сделал, параллельно переехав в Москву. Можно сказать, что я УМЕЮ учиться и развиваться ЛУЧШЕ большинства людей, которых я знаю.
"
2966,"Побольше мук в аду этой жидовской подстилке.
"
8867,"Потому что при разработке нельзя слушать вопли в интернете. Прибыль приносит молчаливое большинство, а орущие хейтеры это 5 продаж, если не меньше. А этому самому большинству внезапно игра зашла на ура.
"
3653,"Пишите претензионное заявление на имя руководителя СЦ. Максимально описывайте все моменты: характер выявленного дефекта, результат экспертизы и проведенных работ в асц. Очень желательно,в присутствии работника сервиса, сделать качественное фото той части ультрабука в которой был произведен ремонт. Не соглашайтесь на какие-либо уговоры и не забирайте устройство из асц.
"
655,"То есть, любое слово, начинающееся на D в шведском языке у вас вызывает припадок смеха?
"
1044,"То бы 99-ый год прошлого века. Тогда по всяким пустякам милицию не обращались. А сейчас чуть что сразу заяву в полицию, не разобравшись. А там, сегодня, работает много не компетентных людей, которые вообще не любят разбираться в чём-либо..."
11202,"Понятно, почему некоторые и так занимаются подобным. Но, по-моему, не совсем верно предполагать, что при отсутствии наказания все начнут все вокруг крушить, чтобы покрасоваться и самоутвердиться.
"
9629,"А если тебя будут ебать в жопу, ты тоже будешь успокаивать себя тем что кого-то, где-то, в жопу ебут сразу двое?
"
13079,"Вот всегда хотелось понаблюдать именно за самим процессом с использованием ножей. Если по фотографиям еще понятно, как придается грубая форма, то вырезание тонких деталей просто так не передать. Кстати, добавлю по вопросу дерева - во всяких ножевых мастерских можно купить Заготовки на рукоятку из разных пород. Еще есть всякие магазины-лесопилки, которые продают мелкие бруски и токарные заготовки, отлично подходящие для резьбы. Всегда хотел научиться резьбе, но пока что получается хорошо только гравером.
"
5526,"Какие группы продвигают панк идею у нас в 80-х годах ?Сектор воровал музыку, но хоть тексты были свои. Которые описывали то что происходит с нами или вокруг нас. А сейчас не стесняясь тырят и то и то. Начиная от попсы, заканчивая репом и прочими.
"
10854,"Возможно, бесплатный кофе нужно писать не на самом аппарате а рядом, со стрелочкой в его сторону. а инструкция уже может быть максимально яркой на самом аппарате непосредственно возле кнопки.
"
11147,"одна из девяти - это примерно 11 или с восьми банок - девятая даром. Но на этикетке написан же вес при массе нетто 340 гр - масса основного продукта 190 Т.е. менее 2 3 веса
"
13666,"Да петушара приобщился в гейропке к гейропейским ценностям , приобщился к куколд-движу, слизывает терпкий спермач нигров с вагины своей жены.
"
9346,"Запустить нужный софт на домашнем компьютере, с работы включить teamviewer, думаю можно как то изящнее, но вполне дёшево и сердито
"
6323,"ащущенее аганька есть но вот етава ащущенее кагда жыр падает на угле и прапитывае мяса нед пагнале дальше, галень
"
1360,"И первый магазин из списка который следует посетить это спецодежда, там наверняка и выбор больше и цены не сильно кусачие"
4682,"У нас в городе таких аппаратов не разу не видел,не вижу проблему иметь дома фильтр
"
6825,"была, была, их где только не было. мне кажется в каждом сериале про медиков была такая серия)
"
455,"ну если фейковые и недостоверные новости для тебя это источник всех твоих доводов, то вопросов нет. пиши и дальше подобные посты
"
8244,"Как это без права продажи?
"
2795,"Двачую за отмену бесконечного. Один фиг все смывает шитпост. Это надо 24 7 сидеть в треде чтобы палить крупицы релейтеда.
"
5238,"Оптимус что за херня?!
"
4566,"Русофобом можно обозвать любого кто тебе не нравится и чьё мнение тебе ненравится.
"
725,"Хотел бы я на тебя посмотреть; как ты костыли забивал на строительстве дороги Салехард- Игарка за миску баланды, или как тебя в колхоз загоняли, и как ты туда свою лошадь, корову, порося, борону, сеялку сдал. А потом бы работал в этом колхозе рабом за палочки. И как потом ты пух с голодухи, и как на твоих руках детки умирали,( потому что жрать не было) как жена сходила от этого с ума. Давай восхваляй этого параноика, ( диагноз был поставлен уже 1927 году академиком Бехтеревым) палача советского народа.
"
4013,"Не путайте умысел и его отсутствие. Если Вам за хождение по газону врезали лопатой, это умысел на причинение вреда, а если газон полили, он стал скольким и Вы сломали ногу - то ответственность Ваша. Так и здесь - если в машину что-либо кинули, то это одно, а если Вы её поставили в неположенном месте и что-то на неё упало - это совсем другое. Так МЧС рассылку делает порывы ветра, не оставляйте машины под деревьями и шаткими конструкциями . Сразу можно сказать - знал, либо имел оснрвания полагать о возможном ущербе своему имуществу, не принял мер должной осмотрительности . А потом 210 и 211 ГК РФ.
"
13155,"Так и не надо писать, что все построила РИ. В существующем виде построил СССР.
"
3551,"Липецк. Не вижу смысла искать новых знакомых оттуда. У меня есть подруга из Осло, норвежка, знаю ее уже примерно пять лет, лично встречались несколько раз, ну и так далее. Все хорошо и прекрасно, но о плюсах и минусах скандинавских девах могу написать гигантский талмуд, это тема даже не для длиннопоста, а для книги. Короткое резюме: жить нужно рядом. Во всех остальных случаях оставить сюжеты для киношников. Sad but true.
"
125,"У вас пост поломался.
"
5005,"ну да. а в автомобилях трех и пятиточечечные ремни, видимо, для красоты делают. ведь веревочка поперек живота и так прекрасно спасает! и потом пост и был про пристегивание после посадки, но внезапно у нас воздушные ямы появились.
"
7855,"Я понимаю что дополнительный гемор, но что мешало оформить доставку через синего слоупока(почты РФ) наложенным платежом?
"
11652,"Спасибо! В Черных Деловых Линиях я имел честь (несчастье) даже месяц поработать - охотно верю, что они замыкают список. Сумма итого озвучена была только сегодня, после транспортировки груза из квартиры на терминал и точного пересчета параметров (вес, объем). Причиной изменения цены как мне объяснила мадам (или мадемуазель) по телефону дополонительная упаковка моего груза в защитную тару. Которую я ни разу не хотел заказывать и уж точно не подозревал, что она стоит двадцатку.
"
12619,"Мне кажется все в наших головах. Нам внушили - что открывать бизнес честно не получится. Или нужно прятать доход и платить налогов меньше, или отожмут бизнес власть имущие. Вот честно, в моем понимание дело открыть и развивать легче там, где нету тотального налогового гнета и контроля от коррумпированной власти. Уйти в глубь Сибири, и наплевав на законы и власть построить будущее легче ДЛЯ ДУШИ будет, чем в городе. Там где над душой нету надсмотрщика - развиваться легче, в той же Сирии мне почему-то кажется, открыть дело будет надежнее и проще.
"
14050,"Сталинисты - наглухо отбитые животные.
"
9834,"При чем тут бедно жить ? ) Типа если денег много, можно забить на то, что четверть продукта не получил? Дожили, покупаю машину ожидаем 4 колеса. Очень бедно стали жить
"
8335,"У нас все прыгали исключительно на своих парашютах. Сами их опечатывали перед прыжком и укладывали. В том числе перворазники. Но для этого нас два месяца каждый день дрочили ВДСники - до обеда укладка, после обеда ВДК и так два месяца... На морозе ухх как весело укладываться) Зато первый прыжок был 31 декабря)
"
4927,"В России кризис, а в Челябинске дома по 450 м со сваями. Красота. Хорошо живёте.
"
3906,"пишу с телефона,могу ошибаться(спорить даже не буду).Но был урок информатики
"
5314,"ненене. этого мало. тут должен быть скрин с 2ча!
"
5382,"Нифига ты глазастый! И правда заточка осталась на асфальте.
"
323,"тебе таблетки тоже не помогают?
"
12641,"А она не с рождения приближается? ЧТО ЗА ХУЙНЯ???
"
3199,"И второй как в анекдоте, что-то я всё пью, пью, а мне всё хуже...
"
13576,"Вот это оперативность.. в ситуации со списанием разобрались - программная ошибка. Но тем не менее, пожалуй, останусь при своём мнении. Согласитесь - безлимитный интернет и платный безлимит для некоторых приложений это всё же разные вещи! Что касается раздачи - мне она не была нужна в принципе. Я понимаю, что это не Ваша вина - жизнь такая, видимо.. в ВК стала платной музыка, у вас пропал безлимит, а молоко разливают по 900.. роуминг ещё не появился внутри РФ?
"
